Nazov,Pocet slov po spracovani,,min,max,<40000,<10000,<22500
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00291.txt,3456,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00292.txt,9752,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00293.txt,351,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00294.txt,1710,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00295.txt,730,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00296.txt,1736,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00297.txt,1620,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00298.txt,71711,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00299.txt,18371,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00300.txt,3249,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00301.txt,345,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00302.txt,138618,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00303.txt,935,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00304.txt,16109,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00305.txt,3424,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00306.txt,2539,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00307.txt,10650,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00308.txt,3922,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00309.txt,1812,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00310.txt,77658,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00311.txt,7080,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00312.txt,15582,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00313.txt,28452,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00314.txt,7972,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00315.txt,17847,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00316.txt,3572,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00317.txt,1294,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00318.txt,3349,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00319.txt,5401,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00320.txt,5154,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00321.txt,1907,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00322.txt,616,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00323.txt,44932,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00324.txt,438,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00325.txt,1669,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00326.txt,50028,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00327.txt,3323,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00328.txt,95413,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00329.txt,4232,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00330.txt,12884,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00331.txt,302,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00332.txt,3230,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00333.txt,68033,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00334.txt,2670,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00335.txt,4141,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00336.txt,66997,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00337.txt,35961,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00338.txt,10523,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00339.txt,10592,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00340.txt,82296,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00341.txt,1324,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00342.txt,28053,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00343.txt,2309,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00344.txt,943,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00345.txt,12525,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00346.txt,27828,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00347.txt,9643,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00348.txt,1879,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00349.txt,528,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00350.txt,33802,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00351.txt,612,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00352.txt,583,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00353.txt,10615,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00354.txt,543,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00355.txt,23605,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00356.txt,9429,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00357.txt,17743,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00358.txt,13912,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00359.txt,18752,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00360.txt,961,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00361.txt,1655,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00362.txt,2941,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00363.txt,37226,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00364.txt,283,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00365.txt,37085,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00366.txt,20138,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00367.txt,16863,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00368.txt,2040,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00369.txt,54501,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00370.txt,3794,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00371.txt,27457,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00372.txt,1108,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00373.txt,2659,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00374.txt,3191,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00375.txt,53589,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00376.txt,912,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00377.txt,5738,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00378.txt,2946,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00379.txt,17756,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00380.txt,24884,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00381.txt,2154,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00382.txt,675,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00383.txt,1741,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00384.txt,4514,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00385.txt,15894,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00386.txt,3400,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00387.txt,718,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00388.txt,47820,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00389.txt,50063,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00390.txt,14225,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00391.txt,665,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00392.txt,78063,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00393.txt,20189,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00394.txt,27546,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00395.txt,5398,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00396.txt,21286,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00397.txt,3145,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00398.txt,3200,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00399.txt,30658,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00400.txt,1706,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00401.txt,27949,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00402.txt,20192,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00403.txt,10806,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00404.txt,1544,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00405.txt,22292,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00406.txt,1582,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00407.txt,1509,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00408.txt,25547,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00409.txt,2421,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00410.txt,3319,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00411.txt,318,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00412.txt,2444,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00413.txt,8347,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00414.txt,8397,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00415.txt,560,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00416.txt,1610,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00417.txt,63507,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00418.txt,15219,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00419.txt,23197,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00420.txt,5411,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00421.txt,3311,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00422.txt,25783,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00423.txt,973,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00424.txt,33671,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00425.txt,1349,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00426.txt,36951,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00427.txt,1669,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00428.txt,44637,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00429.txt,1630,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00430.txt,37482,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00431.txt,10166,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00432.txt,5414,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00433.txt,14334,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00434.txt,8732,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00435.txt,1017,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00436.txt,1963,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00437.txt,2272,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00438.txt,36445,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00439.txt,696,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00440.txt,32644,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00441.txt,6963,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00442.txt,2118,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00443.txt,82744,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00444.txt,17953,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00445.txt,4009,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00446.txt,665,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00447.txt,50684,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00448.txt,31808,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00449.txt,532,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00450.txt,1708,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00451.txt,38643,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00452.txt,682,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00453.txt,3301,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00454.txt,7793,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00455.txt,941,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00456.txt,69927,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00457.txt,7629,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00458.txt,62882,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00459.txt,28856,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00460.txt,47646,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00461.txt,20573,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00462.txt,21606,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00463.txt,720,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00464.txt,2922,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00465.txt,1709,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00466.txt,27973,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00467.txt,45566,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00468.txt,9169,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00469.txt,11779,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00470.txt,2269,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00471.txt,1388,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00472.txt,2948,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00473.txt,9528,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00474.txt,1345,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00475.txt,22543,,,,,,
pan-plagiarism-corpus-2010\suspicious-documents\part1\suspicious-document00476.txt,5983,,,,,,
